time,ac_x,ac_y,ac_z,ag_x,ag_y,ag_z,ma_x,ma_y,ma_z,tpt,speed_r,distance_r,ac_r,diff_ac,diff_ax,diff_ay,diff_az,diff_gx,diff_gy,diff_gz
20:52:35,-0.053446256,0.736873205,-9.694914692,0.003145333,0.003083846,-0.000324333,33.35506956,482.7916447,157.2276332,31.58409367,15.55555556,792.5,0,-0.277777778,-0.003541395,0.009985981,-0.004689703,-0.0016941,-0.00011373,-0.000390086
20:52:36,-0.056987651,0.746859186,-9.699604395,0.001451233,0.002970116,-0.000714419,46.10418458,461.7113867,70.40601753,31.59358019,15.27777778,807.7777778,-0.277777778,0.277777778,-0.007655717,0.008340788,-0.036330526,-0.001194207,-0.000209195,0.000127287
20:52:37,-0.064643368,0.755199974,-9.735934921,0.000257026,0.002760921,-0.000587132,32.70642047,501.4060074,143.5489872,31.59465695,15.27777778,823.0555556,0,0,0.001004368,-0.024964813,0.052725663,0.003129232,0.000288982,6.7842E-05
20:52:38,-0.063639,0.730235161,-9.683209258,0.003386258,0.003049903,-0.00051929,51.89128284,504.7023876,141.1607505,31.60515658,15.27777778,838.3333333,0,-0.277777778,0.009780773,0.09297343,-0.022333378,-1.1394E-05,0.002580461,0.000288881
20:52:39,-0.053858227,0.823208591,-9.705542636,0.003374864,0.005630364,-0.000230409,29.96637041,526.8299909,69.2583795,31.59078945,15,853.3333333,-0.277777778,0,0.03303928,-0.054851275,-0.007391838,-0.002949653,0.000459531,-0.000552907
20:52:40,-0.020818947,0.768357316,-9.712934474,0.000425211,0.006089895,-0.000783316,47.08778137,527.7415546,76.18734663,31.607519,14.72222222,868.0555556,-0.277777778,0.277777778,0.024191101,-0.022981701,-0.056641295,0.001201943,7.372E-05,0.000647931
20:52:41,0.003372154,0.745375615,-9.769575769,0.001627154,0.006163615,-0.000135385,26.68978785,490.9977184,100.3698343,31.61469038,14.72222222,882.7777778,0,-0.277777778,0.020216846,-0.014066115,-0.002605856,0.000196346,0.000103135,-0.000165615
20:52:42,0.023589,0.7313095,-9.772181625,0.0018235,0.00626675,-0.000301,36.0442435,440.5257073,167.0903723,31.611061,14.44444444,897.2222222,-0.277777778,0.277777778,0.0139075,0.035761333,0.002058958,-0.0006585,-0.000440083,0.000037167
20:52:43,0.0374965,0.767070833,-9.770122667,0.001165,0.005826667,-0.000263833,43.01242833,452.8426055,151.909411,31.65719033,14.44444444,911.6666667,0,-0.277777778,0.0299245,-0.038426666,-0.020259833,-0.001686833,-0.0012575,-0.000754667
20:52:44,0.067421,0.728644167,-9.7903825,-0.000521833,0.004569167,-0.0010185,39.15642433,513.1383768,119.194547,31.69272933,14.16666667,925.8333333,-0.277777778,0,-0.014978833,0.0094325,0.09987,0.0038765,-0.001509334,0.000665667
20:52:45,0.052442167,0.738076667,-9.6905125,0.003354667,0.003059833,-0.000352833,39.0089075,521.5462798,90.65309533,31.70740783,13.88888889,939.7222222,-0.277777778,0,-0.011590967,0.086278533,0.0109931,-0.001917467,6.2367E-05,-0.000511767
20:52:46,0.0408512,0.8243552,-9.6795194,0.0014372,0.0031222,-0.0008646,12.7306888,505.2892702,158.9649934,31.7254182,13.61111111,953.3333333,-0.277777778,0,-0.020525422,-0.029607644,-0.015654267,0.0007338,-6.7089E-05,0.000575933
20:52:47,0.020325778,0.794747556,-9.695173667,0.002171,0.003055111,-0.000288667,18.96020667,504.0154658,139.8913548,31.73616744,13.33333333,966.6666667,-0.277777778,0.277777778,0.004284651,-0.065220913,0.022287238,-0.000477643,-0.000128254,-0.000433833
20:52:48,0.024610429,0.729526643,-9.672886429,0.001693357,0.002926857,-0.0007225,43.92181629,543.6292049,93.08042443,31.76643043,13.33333333,980,0,0,-0.004915596,0.01464444,-0.023338904,-0.006934607,0.000406893,-0.002456167
20:52:49,0.019694833,0.744171083,-9.696225333,-0.00524125,0.00333375,-0.003178667,40.46666367,512.2201741,113.671079,31.76601108,13.33333333,993.3333333,0,0.555555556,0.007695417,0.066583817,-0.002384517,-0.0059137,0.0001123,-0.004889783
20:52:50,0.02739025,0.8107549,-9.69860985,-0.01115495,0.00344605,-0.00806845,40.6760385,503.258664,138.1307842,31.767468,13.88888889,1007.222222,0.555555556,0,0.452997837,0.020549883,-0.015245454,-0.001869876,0.001078863,-0.005452115
20:52:51,0.480388087,0.831304783,-9.713855304,-0.013024826,0.004524913,-0.013520565,37.07168343,1427.304327,10.84095735,30.38987583,14.44444444,1021.666667,0.555555556,0,0.436619484,0.069910431,0.01689209,0.001082219,0.000751158,-0.006110471
20:52:52,0.917007571,0.901215214,-9.696963214,-0.011942607,0.005276071,-0.019631036,31.57674204,2177.216567,-158.0935367,31.77105825,15,1036.666667,0.555555556,-0.277777778,-0.056224931,0.092546666,0.026004414,-0.000550313,0.001251369,-0.007712484
20:52:53,0.86078264,0.99376188,-9.6709588,-0.01249292,0.00652744,-0.02734352,32.88835416,2170.755097,-160.9343707,31.7736764,15.27777778,1051.944444,0.277777778,-0.277777778,-0.249676794,-0.029527675,0.000575159,0.005821023,0.001218098,-0.004895326
20:52:54,0.611105846,0.964234205,-9.670383641,-0.006671897,0.007745538,-0.032238846,19.90533333,2162.952567,-108.0392716,31.77170451,15.27777778,1067.222222,0,0,-0.28073856,0.065662009,-0.031966823,0.012404433,0.000291998,-0.001963511
20:52:55,0.330367286,1.029896214,-9.702350464,0.005732536,0.008037536,-0.034202357,-11.38973075,1999.222986,-14.40185096,31.77777525,15.27777778,1082.5,0,0,-0.100323696,-0.057961829,0.068975515,-0.003151715,-0.001853485,2.6383E-05
20:52:56,0.23004359,0.971934385,-9.633374949,0.002580821,0.006184051,-0.034175974,-41.21430759,1587.539908,-33.70997867,31.77981697,15.27777778,1097.777778,0,-0.277777778,-0.044214505,0.017807104,0.016817566,0.009388562,-0.003651987,0.001387783
20:52:57,0.185829085,0.989741489,-9.616557383,0.011969383,0.002532064,-0.032788191,-32.59873204,1523.386121,8.52924266,31.78736219,15,1112.777778,-0.277777778,0,-0.147084585,0.021800154,0.007694615,0.008908278,-0.00064676,0.005700227
20:52:58,0.0387445,1.011541643,-9.608862768,0.020877661,0.001885304,-0.027087964,-40.92940316,1447.923036,56.52606013,31.7836613,14.72222222,1127.5,-0.277777778,0,-0.229108288,-0.046382643,0.012877133,-0.002209796,-0.001853804,0.007516656
20:52:59,-0.190363788,0.965159,-9.595985635,0.018667865,3.15E-05,-0.019571308,-53.98653196,622.1246766,78.83401475,31.78436962,14.44444444,1141.944444,-0.277777778,0,-0.029513373,-0.077145661,-0.013834401,-0.001455222,-0.000861661,0.006912112
20:53:00,-0.219877161,0.888013339,-9.609820036,0.017212643,-0.000830161,-0.012659196,-82.45122441,552.8943259,56.27750041,31.78792941,14.16666667,1156.111111,-0.277777778,0,-0.026007839,-0.117552823,-0.123861472,-0.001174643,0.002203458,0.007163727
20:53:01,-0.245885,0.770460516,-9.733681508,0.016038,0.001373297,-0.005495469,-23.67912923,423.3219876,-52.16239356,31.78651977,13.88888889,1170,-0.277777778,0,0.011794917,0.011814867,0.023688133,-0.00640415,0.001383303,0.004549436
20:53:02,-0.234090083,0.782275383,-9.709993375,0.00963385,0.0027566,-0.000946033,-119.4717835,357.5511866,14.9093942,31.7954073,13.61111111,1183.611111,-0.277777778,-0.555555555,-0.123582884,-0.026928483,0.03548055,-0.010229483,0.00024855,-0.000323984
20:53:03,-0.357672967,0.7553469,-9.674512825,-0.000595633,0.00300515,-0.001270017,-21.82881723,149.9636522,218.0741565,31.80250513,12.77777778,1196.388889,-0.833333333,0.277777777,-0.207576404,-0.064246513,-0.002978546,0.003453536,-0.000124198,0.000890985
20:53:04,-0.565249371,0.691100387,-9.677491371,0.002857903,0.002880952,-0.000379032,-7.639717548,73.39868961,240.8977076,31.80154419,12.22222222,1208.611111,-0.555555556,-0.277777777,-0.120560053,0.058802749,-0.026903993,0.001075158,-0.000071149,-0.000236044
20:53:05,-0.685809424,0.749903136,-9.704395364,0.003933061,0.002809803,-0.000615076,-16.11862982,31.85090242,146.4867725,31.81207285,11.38888889,1220,-0.833333333,0.277777777,-0.021774269,-0.032842016,0.004989651,-0.003151541,0.000279104,-0.000209337
